14;930.00;;1050.00;;531.00;;776.00;;120.00;Estimé;140.00;Estimé;175.00;Estimé;207.00;Estimé;232.00;Estimé;161.00;Estimé;467.00;Estimé;795.00;;
15;920.00;;1080.00;;520.00;;712.00;;122.00;Estimé;144.00;Estimé;173.00;Estimé;142.00;Estimé;214.00;Estimé;196.00;Estimé;467.00;Estimé;893.00;;
16;928.00;;1110.00;;490.00;;616.00;;148.00;Estimé;147.00;Estimé;163.00;Estimé;131.00;Estimé;169.00;Estimé;208.00;Estimé;452.00;Estimé;856.00;;
17;909.00;;1130.00;;480.00;Estimé;571.00;;137.00;Estimé;139.00;Estimé;158.00;Estimé;133.00;Estimé;143.00;Estimé;167.00;Estimé;467.00;Estimé;837.00;;
18;903.00;;1120.00;;455.00;Estimé;583.00;;132.00;Estimé;131.00;Estimé;157.00;Estimé;140.00;Estimé;130.00;Estimé;180.00;Estimé;476.00;Estimé;915.00;;
19;927.00;;1100.00;;485.00;Estimé;566.00;;136.00;Estimé;139.00;Estimé;150.00;Estimé;156.00;Estimé;135.00;Estimé;227.00;Estimé;467.00;Estimé;1040.00;;
20;978.00;;1100.00;;588.00;;518.00;;145.00;Estimé;144.00;Estimé;143.00;Estimé;173.00;Estimé;167.00;Estimé;239.00;Estimé;416.00;Estimé;1130.00;;
21;1010.00;;1100.00;;614.00;;493.00;Estimé;137.00;Estimé;145.00;Estimé;153.00;Estimé;139.00;Estimé;154.00;Estimé;229.00;Estimé;411.00;Estimé;1190.00;;
22;1030.00;;1090.00;;573.00;;416.00;Estimé;104.00;Estimé;140.00;Estimé;151.00;Estimé;150.00;Estimé;151.00;Estimé;265.00;Estimé;503.00;Estimé;1220.00;;
23;1030.00;;1050.00;;532.00;;368.00;Estimé;106.00;Estimé;155.00;Estimé;142.00;Estimé;148.00;Estimé;150.00;Estimé;324.00;Estimé;644.00;;1240.00;;
24;1000.00;;977.00;;513.00;;401.00;Estimé;143.00;Estimé;152.00;Estimé;130.00;Estimé;155.00;Estimé;163.00;Estimé;269.00;Estimé;676.00;;1230.00;;
25;963.00;;916.00;;545.00;;406.00;Estimé;235.00;Estimé;139.00;Estimé;124.00;Estimé;165.00;Estimé;160.00;Estimé;262.00;Estimé;657.00;;1210.00;;
26;901.00;;839.00;;661.00;;357.00;Estimé;278.00;Estimé;199.00;Estimé;127.00;Estimé;163.00;Estimé;164.00;Estimé;314.00;Estimé;659.00;;1200.00;;
27;841.00;;774.00;;774.00;;328.00;Estimé;122.00;Estimé;213.00;Estimé;138.00;Estimé;147.00;Estimé;210.00;Estimé;352.00;Estimé;716.00;;1220.00;;
28;784.00;;727.00;;780.00;;306.00;Estimé;123.00;Estimé;187.00;Estimé;137.00;Estimé;138.00;Estimé;208.00;Estimé;281.00;Estimé;848.00;;1250.00;;
29;731.00;;685.00;;794.00;;212.00;Estimé;122.00;Estimé;183.00;Estimé;143.00;Estimé;111.00;Estimé;182.00;Estimé;337.00;Estimé;933.00;;1290.00;;
30;672.00;;;;905.00;;218.00;Estimé;116.00;Estimé;155.00;Estimé;174.00;Estimé;109.00;Estimé;148.00;Estimé;263.00;Estimé;961.00;;1310.00;;
31;661.00;;;;1020.00;;;;117.00;Estimé;;;173.00;Estimé;121.00;Estimé;;;286.00;Estimé;;;1310.00;;
Procédure : QJM - Année : 1953

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1953;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;586.00;586.00;#;;
F;556.00;556.00;#;;
M;312.00;312.00;#;;
A;152.00;152.00;#;;
M;144.00;144.00;#;;
J;160.00;160.00;#;;
J;161.00;161.00;#;;
A;134.00;134.00;#;;
S;175.00;175.00;#;;
O;165.00;165.00;#;;
N;148.00;148.00;#;;
D;138.00;138.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1953
Ecoulement mensuel;Validité;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);586.00;556.00;312.00;152.00;144.00;160.00;161.00;134.00;175.00;165.00;148.00;138.00;234.00;
;Débit moyen spécifique (l/s/km2);13.40;12.70;7.13;3.47;3.30;3.65;3.68;3.07;4.01;3.76;3.38;3.15;5.35;
;Lame d'eau (mm);35.80;30.70;19.10;9.00;8.80;9.50;9.90;8.20;10.40;10.10;8.80;8.40;169.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);586.00;556.00;312.00;152.00;144.00;160.00;161.00;134.00;175.00;165.00;148.00;138.00;234.00;
;Débit moyen spécifique (l/s/km2);13.40;12.70;7.13;3.47;3.30;3.65;3.68;3.07;4.01;3.76;3.38;3.15;5.35;
;Lame d'eau (mm);35.80;30.70;19.10;9.00;8.80;9.50;9.90;8.20;10.40;10.10;8.80;8.40;169.00;
;
Maximum instantané;Débit (m3/s);1290.00;815.00;563.00;225.00;270.00;270.00;253.00;170.00;225.00;213.00;201.00;158.00;1290.00;
;Date;01/01/1953 00:01;15/02/1953 07:00;02/03/1953 07:00;11/04/1953 07:00;27/05/1953 07:00;24/06/1953 07:00;07/07/1953 07:00;01/08/1953 00:01;14/09/1953 07:00;19/10/1953 07:00;05/11/1953 07:00;30/12/1953 07:00;01/01/1953 00:01;
;Hauteur (cm);448.00;263.00;183.00;113.00;119.00;119.00;117.00;104.00;113.00;111.00;109.00;102.00;448.00;
;Date;01/01/1953 00:01;15/02/1953 07:00;02/03/1953 07:00;11/04/1953 07:00;27/05/1953 07:00;24/06/1953 07:00;07/07/1953 07:00;01/08/1953 00:01;14/09/1953 07:00;19/10/1953 07:00;05/11/1953 07:00;30/12/1953 07:00;01/01/1953 00:01;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;1260.00;;329.00;Estimé;554.00;;137.00;Estimé;118.00;Estimé;155.00;Estimé;171.00;Estimé;150.00;Estimé;146.00;Estimé;153.00;Estimé;162.00;Estimé;139.00;Estimé;
2;1190.00;;378.00;Estimé;555.00;;135.00;Estimé;135.00;Estimé;161.00;Estimé;162.00;Estimé;130.00;Estimé;160.00;Estimé;153.00;Estimé;179.00;Estimé;131.00;Estimé;
3;1100.00;;363.00;Estimé;523.00;;154.00;Estimé;135.00;Estimé;152.00;Estimé;150.00;Estimé;122.00;Estimé;159.00;Estimé;157.00;Estimé;188.00;Estimé;131.00;Estimé;
4;1010.00;;362.00;Estimé;493.00;Estimé;177.00;Estimé;141.00;Estimé;144.00;Estimé;143.00;Estimé;124.00;Estimé;175.00;Estimé;168.00;Estimé;192.00;Estimé;133.00;Estimé;
5;912.00;;390.00;Estimé;521.00;;157.00;Estimé;130.00;Estimé;142.00;Estimé;161.00;Estimé;137.00;Estimé;179.00;Estimé;174.00;Estimé;194.00;Estimé;137.00;Estimé;
6;844.00;;390.00;Estimé;495.00;Estimé;170.00;Estimé;121.00;Estimé;149.00;Estimé;202.00;Estimé;129.00;Estimé;188.00;Estimé;189.00;Estimé;166.00;Estimé;135.00;Estimé;
7;799.00;;340.00;Estimé;463.00;Estimé;181.00;Estimé;115.00;Estimé;143.00;Estimé;232.00;Estimé;158.00;Estimé;182.00;Estimé;156.00;Estimé;147.00;Estimé;137.00;Estimé;
8;729.00;;330.00;Estimé;478.00;Estimé;177.00;Estimé;127.00;Estimé;155.00;Estimé;197.00;Estimé;150.00;Estimé;162.00;Estimé;154.00;Estimé;168.00;Estimé;140.00;Estimé;
9;660.00;;350.00;Estimé;466.00;Estimé;193.00;Estimé;132.00;Estimé;161.00;Estimé;206.00;Estimé;135.00;Estimé;156.00;Estimé;184.00;Estimé;156.00;Estimé;135.00;Estimé;
10;604.00;;403.00;Estimé;395.00;Estimé;165.00;Estimé;121.00;Estimé;159.00;Estimé;175.00;Estimé;130.00;Estimé;164.00;Estimé;183.00;Estimé;164.00;Estimé;135.00;Estimé;
11;591.00;;595.00;;387.00;Estimé;219.00;Estimé;127.00;Estimé;172.00;Estimé;164.00;Estimé;139.00;Estimé;164.00;Estimé;160.00;Estimé;161.00;Estimé;135.00;Estimé;
12;621.00;;747.00;;400.00;Estimé;217.00;Estimé;121.00;Estimé;162.00;Estimé;220.00;Estimé;134.00;Estimé;176.00;Estimé;178.00;Estimé;148.00;Estimé;135.00;Estimé;
13;626.00;;765.00;;359.00;Estimé;213.00;Estimé;129.00;Estimé;148.00;Estimé;153.00;Estimé;150.00;Estimé;214.00;Estimé;188.00;Estimé;132.00;Estimé;135.00;Estimé;
14;561.00;;804.00;;327.00;Estimé;169.00;Estimé;128.00;Estimé;136.00;Estimé;147.00;Estimé;122.00;Estimé;209.00;Estimé;182.00;Estimé;130.00;Estimé;135.00;Estimé;
15;524.00;;807.00;;296.00;Estimé;145.00;Estimé;140.00;Estimé;149.00;Estimé;168.00;Estimé;120.00;Estimé;167.00;Estimé;170.00;Estimé;127.00;Estimé;134.00;Estimé;
16;508.00;;768.00;;259.00;Estimé;142.00;Estimé;147.00;Estimé;178.00;Estimé;148.00;Estimé;142.00;Estimé;167.00;Estimé;180.00;Estimé;126.00;Estimé;132.00;Estimé;
17;474.00;Estimé;697.00;;227.00;Estimé;151.00;Estimé;164.00;Estimé;229.00;Estimé;134.00;Estimé;141.00;Estimé;179.00;Estimé;180.00;Estimé;130.00;Estimé;135.00;Estimé;
18;468.00;Estimé;652.00;;201.00;Estimé;144.00;Estimé;180.00;Estimé;231.00;Estimé;133.00;Estimé;144.00;Estimé;197.00;Estimé;194.00;Estimé;128.00;Estimé;135.00;Estimé;
19;458.00;Estimé;616.00;;165.00;Estimé;135.00;Estimé;142.00;Estimé;176.00;Estimé;123.00;Estimé;137.00;Estimé;211.00;Estimé;185.00;Estimé;133.00;Estimé;137.00;Estimé;
20;410.00;Estimé;598.00;;239.00;Estimé;121.00;Estimé;147.00;Estimé;159.00;Estimé;139.00;Estimé;133.00;Estimé;185.00;Estimé;126.00;Estimé;136.00;Estimé;140.00;Estimé;
21;390.00;Estimé;606.00;;223.00;Estimé;120.00;Estimé;151.00;Estimé;141.00;Estimé;142.00;Estimé;140.00;Estimé;203.00;Estimé;129.00;Estimé;131.00;Estimé;135.00;Estimé;
22;388.00;Estimé;623.00;;204.00;Estimé;141.00;Estimé;148.00;Estimé;123.00;Estimé;135.00;Estimé;144.00;Estimé;216.00;Estimé;151.00;Estimé;129.00;Estimé;135.00;Estimé;
23;432.00;Estimé;628.00;;175.00;Estimé;128.00;Estimé;151.00;Estimé;146.00;Estimé;147.00;Estimé;137.00;Estimé;192.00;Estimé;167.00;Estimé;128.00;Estimé;135.00;Estimé;
24;397.00;Estimé;615.00;;171.00;Estimé;119.00;Estimé;142.00;Estimé;228.00;Estimé;145.00;Estimé;137.00;Estimé;125.00;Estimé;153.00;Estimé;138.00;Estimé;135.00;Estimé;
25;364.00;Estimé;614.00;;181.00;Estimé;125.00;Estimé;135.00;Estimé;150.00;Estimé;130.00;Estimé;147.00;Estimé;141.00;Estimé;158.00;Estimé;140.00;Estimé;137.00;Estimé;
26;343.00;Estimé;611.00;;168.00;Estimé;133.00;Estimé;172.00;Estimé;134.00;Estimé;147.00;Estimé;130.00;Estimé;156.00;Estimé;139.00;Estimé;145.00;Estimé;142.00;Estimé;
27;301.00;Estimé;599.00;;170.00;Estimé;133.00;Estimé;251.00;Estimé;154.00;Estimé;144.00;Estimé;122.00;Estimé;174.00;Estimé;128.00;Estimé;145.00;Estimé;144.00;Estimé;
28;295.00;Estimé;579.00;;152.00;Estimé;119.00;Estimé;202.00;Estimé;147.00;Estimé;135.00;Estimé;116.00;Estimé;183.00;Estimé;161.00;Estimé;140.00;Estimé;150.00;Estimé;
29;297.00;Estimé;;;144.00;Estimé;121.00;Estimé;139.00;Estimé;163.00;Estimé;184.00;Estimé;114.00;Estimé;170.00;Estimé;176.00;Estimé;137.00;Estimé;154.00;Estimé;
30;269.00;Estimé;;;142.00;Estimé;116.00;Estimé;135.00;Estimé;147.00;Estimé;169.00;Estimé;120.00;Estimé;161.00;Estimé;170.00;Estimé;142.00;Estimé;155.00;Estimé;
31;331.00;Estimé;;;149.00;Estimé;;;147.00;Estimé;;;195.00;Estimé;133.00;Estimé;;;155.00;Estimé;;;148.00;Estimé;
Procédure : QJM - Année : 1954

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1954;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;165.00;165.00;#;;
F;219.00;219.00;#;;
M;229.00;229.00;#;;
A;195.00;195.00;#;;
M;132.00;132.00;#;;
J;113.00;113.00;#;;
J;110.00;110.00;#;;
A;132.00;132.00;#;;
S;123.00;123.00;#;;
O;132.00;132.00;#;;
N;146.00;146.00;#;;
D;400.00;400.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1954
Ecoulement mensuel;Validité;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);165.00;219.00;229.00;195.00;132.00;113.00;110.00;132.00;123.00;132.00;146.00;400.00;175.00;
;Débit moyen spécifique (l/s/km2);3.76;5.01;5.22;4.45;3.02;2.58;2.52;3.01;2.80;3.02;3.33;9.13;3.99;
;Lame d'eau (mm);10.10;12.10;14.00;11.50;8.10;6.70;6.80;8.10;7.30;8.10;8.60;24.50;126.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);165.00;219.00;229.00;195.00;132.00;113.00;110.00;132.00;123.00;132.00;146.00;400.00;175.00;
;Débit moyen spécifique (l/s/km2);3.76;5.01;5.22;4.45;3.02;2.58;2.52;3.01;2.80;3.02;3.33;9.13;3.99;
;Lame d'eau (mm);10.10;12.10;14.00;11.50;8.10;6.70;6.80;8.10;7.30;8.10;8.60;24.50;126.00;
;
Maximum instantané;Débit (m3/s);286.00;397.00;428.00;456.00;286.00;138.00;127.00;176.00;153.00;225.00;228.00;556.00;556.00;
;Date;19/01/1954 07:00;04/02/1954 07:00;07/03/1954 07:00;04/04/1954 07:00;26/05/1954 07:00;09/06/1954 07:00;31/07/1954 07:00;26/08/1954 07:00;02/09/1954 07:00;09/10/1954 07:00;30/11/1954 23:59;31/12/1954 07:00;31/12/1954 07:00;
;Hauteur (cm);121.00;139.00;147.00;153.00;121.00;97.00;94.00;105.00;101.00;113.00;113.00;181.00;181.00;
;Date;19/01/1954 07:00;04/02/1954 07:00;07/03/1954 07:00;04/04/1954 07:00;26/05/1954 07:00;09/06/1954 07:00;31/07/1954 07:00;26/08/1954 07:00;02/09/1954 07:00;09/10/1954 07:00;30/11/1954 23:59;31/12/1954 07:00;31/12/1954 07:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;142.00;Estimé;183.00;Estimé;252.00;Estimé;148.00;Estimé;130.00;Estimé;122.00;Estimé;110.00;Estimé;124.00;Estimé;151.00;Estimé;122.00;Estimé;178.00;Estimé;257.00;Estimé;
2;142.00;Estimé;242.00;Estimé;346.00;Estimé;178.00;Estimé;129.00;Estimé;113.00;Estimé;110.00;Estimé;124.00;Estimé;151.00;Estimé;143.00;Estimé;171.00;Estimé;213.00;Estimé;
3;142.00;Estimé;367.00;Estimé;310.00;Estimé;293.00;Estimé;126.00;Estimé;106.00;Estimé;110.00;Estimé;125.00;Estimé;142.00;Estimé;157.00;Estimé;149.00;Estimé;197.00;Estimé;
4;142.00;Estimé;364.00;Estimé;325.00;Estimé;426.00;Estimé;125.00;Estimé;126.00;Estimé;109.00;Estimé;126.00;Estimé;132.00;Estimé;146.00;Estimé;197.00;Estimé;186.00;Estimé;
5;144.00;Estimé;243.00;Estimé;345.00;Estimé;348.00;Estimé;111.00;Estimé;129.00;Estimé;108.00;Estimé;124.00;Estimé;129.00;Estimé;142.00;Estimé;161.00;Estimé;197.00;Estimé;
6;149.00;Estimé;207.00;Estimé;375.00;Estimé;247.00;Estimé;107.00;Estimé;122.00;Estimé;110.00;Estimé;121.00;Estimé;124.00;Estimé;133.00;Estimé;149.00;Estimé;208.00;Estimé;
7;149.00;Estimé;198.00;Estimé;415.00;Estimé;228.00;Estimé;116.00;Estimé;117.00;Estimé;112.00;Estimé;115.00;Estimé;125.00;Estimé;142.00;Estimé;156.00;Estimé;204.00;Estimé;
8;149.00;Estimé;201.00;Estimé;367.00;Estimé;318.00;Estimé;117.00;Estimé;122.00;Estimé;111.00;Estimé;115.00;Estimé;122.00;Estimé;170.00;Estimé;153.00;Estimé;236.00;Estimé;
9;147.00;Estimé;226.00;Estimé;275.00;Estimé;262.00;Estimé;116.00;Estimé;130.00;Estimé;110.00;Estimé;117.00;Estimé;111.00;Estimé;189.00;Estimé;148.00;Estimé;398.00;Estimé;
10;148.00;Estimé;209.00;Estimé;230.00;Estimé;261.00;Estimé;114.00;Estimé;114.00;Estimé;111.00;Estimé;126.00;Estimé;126.00;Estimé;127.00;Estimé;136.00;Estimé;447.00;Estimé;
11;146.00;Estimé;223.00;Estimé;231.00;Estimé;255.00;Estimé;113.00;Estimé;112.00;Estimé;113.00;Estimé;117.00;Estimé;119.00;Estimé;135.00;Estimé;145.00;Estimé;472.00;Estimé;
12;146.00;Estimé;207.00;Estimé;217.00;Estimé;270.00;Estimé;107.00;Estimé;108.00;Estimé;116.00;Estimé;117.00;Estimé;123.00;Estimé;113.00;Estimé;152.00;Estimé;457.00;Estimé;
13;149.00;Estimé;168.00;Estimé;220.00;Estimé;191.00;Estimé;98.40;Estimé;112.00;Estimé;114.00;Estimé;120.00;Estimé;124.00;Estimé;111.00;Estimé;172.00;Estimé;480.00;Estimé;
14;162.00;Estimé;168.00;Estimé;206.00;Estimé;172.00;Estimé;127.00;Estimé;115.00;Estimé;114.00;Estimé;123.00;Estimé;121.00;Estimé;113.00;Estimé;162.00;Estimé;465.00;Estimé;
15;173.00;Estimé;215.00;Estimé;192.00;Estimé;194.00;Estimé;147.00;Estimé;115.00;Estimé;114.00;Estimé;130.00;Estimé;114.00;Estimé;113.00;Estimé;159.00;Estimé;463.00;Estimé;
16;168.00;Estimé;214.00;Estimé;181.00;Estimé;200.00;Estimé;149.00;Estimé;115.00;Estimé;112.00;Estimé;131.00;Estimé;112.00;Estimé;111.00;Estimé;180.00;Estimé;512.00;;
17;194.00;Estimé;167.00;Estimé;210.00;Estimé;163.00;Estimé;140.00;Estimé;114.00;Estimé;113.00;Estimé;140.00;Estimé;121.00;Estimé;116.00;Estimé;183.00;Estimé;497.00;;
18;258.00;Estimé;192.00;Estimé;178.00;Estimé;152.00;Estimé;137.00;Estimé;116.00;Estimé;112.00;Estimé;132.00;Estimé;124.00;Estimé;128.00;Estimé;153.00;Estimé;488.00;Estimé;
19;264.00;Estimé;280.00;Estimé;166.00;Estimé;144.00;Estimé;120.00;Estimé;113.00;Estimé;111.00;Estimé;127.00;Estimé;120.00;Estimé;122.00;Estimé;141.00;Estimé;477.00;Estimé;
20;206.00;Estimé;278.00;Estimé;158.00;Estimé;130.00;Estimé;112.00;Estimé;109.00;Estimé;109.00;Estimé;131.00;Estimé;129.00;Estimé;115.00;Estimé;125.00;Estimé;465.00;Estimé;
21;175.00;Estimé;240.00;Estimé;204.00;Estimé;110.00;Estimé;120.00;Estimé;104.00;Estimé;106.00;Estimé;129.00;Estimé;125.00;Estimé;111.00;Estimé;122.00;Estimé;415.00;Estimé;
22;162.00;Estimé;203.00;Estimé;211.00;Estimé;112.00;Estimé;134.00;Estimé;102.00;Estimé;106.00;Estimé;140.00;Estimé;116.00;Estimé;116.00;Estimé;117.00;Estimé;413.00;Estimé;
23;152.00;Estimé;198.00;Estimé;265.00;Estimé;140.00;Estimé;138.00;Estimé;104.00;Estimé;111.00;Estimé;135.00;Estimé;112.00;Estimé;127.00;Estimé;116.00;Estimé;404.00;Estimé;
24;155.00;Estimé;185.00;Estimé;221.00;Estimé;147.00;Estimé;119.00;Estimé;125.00;Estimé;111.00;Estimé;130.00;Estimé;110.00;Estimé;135.00;Estimé;113.00;Estimé;407.00;Estimé;
25;180.00;Estimé;182.00;Estimé;199.00;Estimé;134.00;Estimé;155.00;Estimé;113.00;Estimé;107.00;Estimé;151.00;Estimé;113.00;Estimé;141.00;Estimé;110.00;Estimé;368.00;Estimé;
26;165.00;Estimé;202.00;Estimé;172.00;Estimé;136.00;Estimé;249.00;Estimé;103.00;Estimé;105.00;Estimé;162.00;Estimé;121.00;Estimé;137.00;Estimé;111.00;Estimé;417.00;Estimé;
27;161.00;Estimé;183.00;Estimé;135.00;Estimé;130.00;Estimé;194.00;Estimé;106.00;Estimé;105.00;Estimé;143.00;Estimé;117.00;Estimé;143.00;Estimé;115.00;Estimé;497.00;Estimé;
28;151.00;Estimé;199.00;Estimé;136.00;Estimé;123.00;Estimé;184.00;Estimé;104.00;Estimé;105.00;Estimé;156.00;Estimé;116.00;Estimé;117.00;Estimé;123.00;Estimé;528.00;;
29;147.00;Estimé;;;118.00;Estimé;115.00;Estimé;137.00;Estimé;102.00;Estimé;105.00;Estimé;144.00;Estimé;114.00;Estimé;118.00;Estimé;125.00;Estimé;532.00;;
30;166.00;Estimé;;;99.40;Estimé;120.00;Estimé;107.00;Estimé;101.00;Estimé;109.00;Estimé;149.00;Estimé;114.00;Estimé;141.00;Estimé;161.00;Estimé;541.00;;
31;176.00;Estimé;;;123.00;Estimé;;;127.00;Estimé;;;125.00;Estimé;159.00;Estimé;;;158.00;Estimé;;;554.00;;
Procédure : QJM - Année : 1955

Code station;Libellé station;Bassin versant (km²);Producteur;E-mail;
H5920011;La Seine à Paris [Austerlitz avant création lacs];43800;DRIEE IDF;marc.valente@developpement-durable.gouv.fr;

Année;1955;
;
Débits mensuels en m3/s;
;QMM;QMN;V;
J;1130.00;1130.00;#;;
F;1030.00;1030.00; ;;
M;558.00;558.00;#;;
A;307.00;307.00;#;;
M;157.00;157.00;#;;
J;149.00;149.00;#;;
J;146.00;146.00;#;;
A;159.00;159.00;#;;
S;130.00;130.00;#;;
O;132.00;132.00;#;;
N;136.00;136.00;#;;
D;171.00;171.00;#;;

Statistiques;
;;Janvier;Février;Mars;Avril;Mai;Juin;Juillet;Août;Septembre;Octobre;Novembre;Décembre;1955
Ecoulement mensuel;Validité;Estimé;;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;Estimé;;
;Débit moyen (m3/s);1130.00;1030.00;558.00;307.00;157.00;149.00;146.00;159.00;130.00;132.00;136.00;171.00;347.00;
;Débit moyen spécifique (l/s/km2);25.90;23.40;12.80;7.01;3.59;3.40;3.34;3.63;2.97;3.02;3.10;3.89;7.92;
;Lame d'eau (mm);69.40;56.60;34.10;18.20;9.60;8.80;9.00;9.70;7.70;8.10;8.00;10.40;250.00;
;
Ecoulement naturel reconstitué;Débit moyen (m3/s);1130.00;1030.00;558.00;307.00;157.00;149.00;146.00;159.00;130.00;132.00;136.00;171.00;347.00;
;Débit moyen spécifique (l/s/km2);25.90;23.40;12.80;7.01;3.59;3.40;3.34;3.63;2.97;3.02;3.10;3.89;7.92;
;Lame d'eau (mm);69.40;56.60;34.10;18.20;9.60;8.80;9.00;9.70;7.70;8.10;8.00;10.40;250.00;
;
Maximum instantané;Débit (m3/s);2110.00;1300.00;874.00;585.00;189.00;319.00;238.00;213.00;176.00;201.00;153.00;405.00;2110.00;
;Date;23/01/1955 17:00;14/02/1955 12:00;01/03/1955 00:01;01/04/1955 00:01;02/05/1955 07:00;14/06/1955 07:00;20/07/1955 07:00;02/08/1955 07:00;04/09/1955 07:00;24/10/1955 07:00;22/11/1955 07:00;31/12/1955 23:59;23/01/1955 17:00;
;Hauteur (cm);712.00;453.00;284.00;190.00;107.00;125.00;115.00;111.00;105.00;109.00;101.00;141.00;712.00;
;Date;23/01/1955 17:00;14/02/1955 12:00;01/03/1955 00:01;01/04/1955 00:01;02/05/1955 07:00;14/06/1955 07:00;20/07/1955 07:00;02/08/1955 07:00;04/09/1955 07:00;24/10/1955 07:00;22/11/1955 07:00;31/12/1955 23:59;23/01/1955 17:00;
;

Débits journaliers;
Jour/Mois;Janvier;;Février;;Mars;;Avril;;Mai;;Juin;;Juillet;;Août;;Septembre;;Octobre;;Novembre;;Décembre;;
;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;Débit;Validité;
1;543.00;;857.00;;851.00;;570.00;;172.00;Estimé;131.00;Estimé;111.00;Estimé;194.00;Estimé;143.00;Estimé;140.00;Estimé;141.00;Estimé;137.00;Estimé;
2;518.00;;813.00;;806.00;;538.00;;181.00;Estimé;127.00;Estimé;123.00;Estimé;194.00;Estimé;151.00;Estimé;136.00;Estimé;138.00;Estimé;135.00;Estimé;
3;487.00;Estimé;812.00;;813.00;;497.00;;168.00;Estimé;134.00;Estimé;169.00;Estimé;154.00;Estimé;171.00;Estimé;140.00;Estimé;131.00;Estimé;136.00;Estimé;
4;449.00;Estimé;811.00;;795.00;;468.00;Estimé;164.00;Estimé;138.00;Estimé;148.00;Estimé;175.00;Estimé;172.00;Estimé;146.00;Estimé;125.00;Estimé;138.00;Estimé;
5;461.00;Estimé;850.00;;767.00;;420.00;Estimé;143.00;Estimé;152.00;Estimé;112.00;Estimé;173.00;Estimé;157.00;Estimé;149.00;Estimé;137.00;Estimé;137.00;Estimé;
6;514.00;Estimé;928.00;;737.00;;394.00;Estimé;153.00;Estimé;148.00;Estimé;109.00;Estimé;165.00;Estimé;146.00;Estimé;148.00;Estimé;132.00;Estimé;135.00;Estimé;
7;577.00;;992.00;;705.00;;360.00;Estimé;153.00;Estimé;115.00;Estimé;109.00;Estimé;167.00;Estimé;130.00;Estimé;141.00;Estimé;126.00;Estimé;134.00;Estimé;
